Word;POS;Polarity;#+;#-;#0;#iteration
secular;adj,nom;-;0;3;0;5;
centenário;adj;-;0;1;0;6;
relacionar-se;vrb;0;1;0;2;2;
rutilar;vrb;+;4;0;0;4;
escrito;adj,nom;+;2;0;0;4;
corrente;nom,adj;0;0;0;1;1;
tentear;vrb;+;6;0;0;3;
fatífero;adj;-;0;2;0;4;
calabouço;nom;A;1;1;0;4;
jaça;nom;-;1;2;0;3;
valeta;nom;-;0;1;0;6;
valeira;nom;A;1;1;0;7;
tornar;vrb;0;0;0;1;1;
deplorável;adj;-;0;2;0;2;
apalermado;adj;-;1;2;0;4;
alorpado;adj;-;0;1;0;3;
bambolear-se;vrb;0;0;0;2;5;
esbambolear-se;vrb;0;0;0;1;6;
sagrar;vrb;+;2;0;1;4;
consagrar;vrb;+;5;0;2;3;
repetido;adj;+;2;1;1;4;
jeiteira;nom;+;3;0;0;2;
amplamente;adv;0;0;0;1;4;
fartamente;adv;0;0;0;1;5;
transladar;vrb;0;1;0;2;3;
preparar;vrb;0;2;0;3;2;
rasgar-se;vrb;+;1;0;0;2;
pânria;nom;+;1;0;0;4;
modificar-se;vrb;0;0;0;2;3;
deter-se;vrb;A;0;1;1;3;
arfada;nom;+;1;0;0;5;
arfagem;nom;+;1;0;0;6;
sensitivo;adj;-;1;2;0;4;
sensual;adj;-;0;3;0;4;
pertinaz;adj;-;1;5;0;4;
acérrimo;adj;-;0;2;0;4;
desanimado;adj;-;0;6;0;3;
arrefecido;adj;-;0;3;0;4;
donaire;nom;+;4;0;0;3;
garbosidade;nom;+;2;0;0;4;
engordurar;vrb;-;0;1;0;5;
habilitado;adj;+;3;0;0;3;
qualificado;adj;+;2;0;0;2;
zote;nom;-;0;3;0;4;
emprenhar;vrb;+;1;0;0;2;
cabo;nom;+;3;0;0;3;
atilado;adj;+;9;0;0;4;
deleitoso;adj;+;1;0;0;2;
agradável;adj;+;1;0;0;1;
mal-ajeitado;adj;-;0;3;0;4;
raramente;adv;-;0;1;0;3;
invulgarmente;adv;-;0;1;0;4;
novato;adj,nom;+;3;1;0;4;
declinação;nom;+;6;0;0;3;
descaimento;nom;+;2;0;0;3;
alhear-se;vrb;+;2;0;0;4;
ausentar-se;vrb;+;3;0;0;4;
terreiro;nom,adj;+;1;0;0;4;
terrado;nom;+;3;0;0;5;
contestável;adj;-;0;1;0;6;
contendível;adj;-;0;1;0;7;
tíbia;nom;0;0;0;1;4;
repleno;adj;+;1;0;0;4;
vibrante;adj;+;3;0;0;3;
trépido;adj;+;1;0;0;4;
fraccionar;vrb;+;1;0;0;4;
segmentar;vrb,adj;+;2;0;0;5;
arreliador;adj,nom;-;0;2;0;4;
ralador;adj;-;0;2;0;4;
conceituado;adj;+;2;0;0;4;
fertilizar;vrb;+;1;0;0;2;
comoção;nom;-;2;7;0;3;
abanão;nom;-;0;2;0;4;
parar;vrb;+;7;1;1;3;
delicado;adj;+;11;5;0;3;
amorzeiro;adj;+;3;0;0;4;
peguilha;nom;+;1;0;0;4;
pular;vrb;+;1;0;0;1;
sepultura;nom;+;3;0;0;4;
sepulcro;nom;+;2;0;0;5;
abrangimento;nom;+;1;0;0;3;
desembaraço;nom;+;2;0;1;3;
soltura;nom;A;1;0;1;2;
demolidor;adj;+;1;0;0;4;
deboche;nom;+;1;0;0;2;
pleno;adj;+;3;0;0;2;
policurvo;adj;-;0;1;0;4;
relaxar;vrb;-;4;5;0;3;
chique;adj,nom;+;4;0;0;3;
prontificar;vrb;0;0;0;4;3;
parente;nom,adj;0;0;0;2;4;
achegado;nom,adj;+;3;0;1;5;
castrar;vrb;-;0;2;0;3;
capar;vrb;-;0;1;0;4;
volumoso;adj;+;5;0;2;3;
defeito;nom;-;0;4;0;2;
pecado;nom;A;2;2;0;2;
excluído;adj;-;0;1;0;4;
cantiga;nom;A;1;1;1;3;
tono;nom;+;2;1;0;2;
arrumar;vrb;A;2;0;2;2;
embutir;vrb;0;2;0;5;4;
encavilhar;vrb;0;0;0;1;4;
encruar;vrb;+;2;0;0;3;
irreverencioso;adj;-;0;1;0;3;
ardentemente;adv;-;0;1;0;4;
veementemente;adv;-;0;1;0;3;
bem-arranjado;adj;+;1;0;0;5;
produzido;adj;+;2;0;0;4;
copioso;adj;+;3;0;0;3;
largífluo;adj;+;1;0;0;4;
abafadura;nom;A;1;1;0;5;
abafeira;nom;+;1;0;0;4;
anomalia;nom;+;2;0;0;4;
labor;nom;+;1;0;0;3;
obragem;nom;+;2;0;0;4;
tremido;adj,nom;-;0;1;0;2;
cómodo;adj,nom;+;3;0;0;2;
fátuo;adj;-;1;5;0;4;
refrigério;nom;+;5;0;0;4;
postemeiro;nom;+;1;0;0;4;
real;adj,nom;+;2;0;1;3;
factual;adj;+;2;0;0;3;
aroma;nom;+;3;1;0;4;
destreza;nom;+;5;0;0;2;
extensão;nom;0;1;0;2;2;
boda;nom;+;1;0;0;5;
himeneu;nom;+;2;0;0;5;
cacete;nom,adj;-;1;3;0;3;
junco;nom;-;0;1;0;4;
robustecer;vrb;+;1;0;0;1;
afortalezar;vrb;+;1;0;0;2;
uredo;nom;-;0;1;0;4;
apaixonar;vrb;+;1;0;0;2;
alucinar;vrb;+;2;0;0;3;
conserto;nom;+;3;0;0;2;
reparo;nom;+;7;0;0;3;
aperitivo;adj,nom;+;1;0;0;4;
ecfráctico;adj;+;1;0;0;5;
paspalhão;adj,nom;-;0;3;0;3;
dourado;adj,nom;+;1;0;0;3;
guardado;adj;+;2;0;0;3;
sepulto;adj;+;2;0;0;4;
ressoar;vrb;0;0;0;1;2;
desunião;nom;+;1;0;0;3;
desanexação;nom;+;1;0;0;4;
traje;nom;+;1;0;0;3;
fatiota;nom;+;1;0;0;3;
ganhadeiro;nom;-;0;1;0;5;
taberna;nom;A;2;1;2;4;
bodega;nom;-;0;2;1;4;
lixívia;nom;+;3;0;0;5;
branqueador;nom;+;1;0;0;5;
macular;vrb;-;0;2;0;3;
temerar;vrb;-;0;3;0;4;
preterição;nom;+;1;0;0;4;
pretermissão;nom;+;1;0;0;5;
contra-senso;nom;-;0;1;0;3;
timorato;adj;+;4;2;0;4;
temeroso;adj;A;2;2;0;4;
fantoche;nom;-;0;1;0;4;
roberto;nom,adj;-;0;1;0;3;
comilão;nom,adj;-;0;2;0;4;
tarado;adj,nom;-;0;1;0;5;
idêntico;adj;0;1;0;2;3;
conforme;adj;+;5;0;0;3;
comerciante;nom;-;0;1;0;5;
jila;nom;-;0;1;0;6;
atordoado;adj;-;0;2;1;4;
zonzo;adj;-;0;3;0;4;
igreja;nom;+;1;0;0;7;
templo;nom;+;1;0;0;6;
cortante;adj;+;3;2;0;4;
vedado;adj,nom;+;3;0;0;4;
cercado;adj,nom;+;1;0;0;5;
mortalidade;nom;-;0;1;0;3;
abonatório;adj;+;1;0;0;6;
zabumbar;vrb;+;1;0;0;4;
barriga;nom;+;3;0;0;3;
prognosticar;vrb;+;2;0;0;3;
feudal;adj;+;1;0;0;7;
feudatário;adj,nom;+;1;0;0;6;
panturra;nom;-;1;2;0;4;
cairel;nom;+;1;0;0;4;
zona;nom;-;1;2;1;3;
inventor;nom;+;5;0;0;4;
artífice;nom;+;5;1;0;4;
rasgo;nom;+;5;3;0;3;
movimento;nom;0;0;0;1;2;
trasfego;nom;0;0;0;1;3;
delineação;nom;+;4;0;0;4;
realização;nom;+;5;0;0;4;
adimplemento;nom;+;1;0;0;5;
mistificação;nom;-;0;1;0;1;
jornada;nom;+;2;0;1;3;
viagem;nom;+;2;0;0;3;
sucessivo;adj;+;1;0;0;4;
consecutivo;adj;+;5;0;0;5;
albergue;nom;+;1;0;0;4;
temporização;nom;+;2;0;0;4;
lágrima;nom;-;0;3;0;4;
jesuitismo;nom;-;0;3;0;3;
preocupado;adj;A;2;2;0;3;
exortação;nom;+;3;0;1;4;
recomendação;nom;+;4;0;0;4;
moça;nom;+;3;0;0;6;
quilumba;nom;+;1;0;0;6;
vinha;nom;+;1;0;0;4;
pasmo;nom;-;0;2;0;4;
assombro;nom;-;0;3;0;4;
detido;adj,nom;+;1;0;0;3;
garantia;nom;+;2;0;0;3;
warrant;nom;+;2;0;0;4;
malear;vrb;-;0;1;0;4;
decrepitar;vrb;-;0;1;0;3;
enumeração;nom;+;4;0;0;5;
elefante;nom;+;1;0;0;5;
jamba;nom;+;1;0;0;4;
guloso;adj,nom;-;0;3;0;4;
labrego;nom,adj;-;0;5;0;3;
partasana;nom;-;0;1;0;4;
abrigo;nom;+;7;1;0;3;
couto;nom;+;3;0;0;4;
simultaneamente;adv;-;0;1;0;6;
contemporaneamente;adv;-;0;1;0;7;
apurado;adj;+;4;0;0;3;
requintado;adj;+;6;1;0;4;
anárquico;adj;-;0;2;0;4;
avir-se;vrb;0;0;0;1;2;
futilidade;nom;+;1;0;0;2;
trica;nom;+;1;0;0;1;
assombrar;vrb;-;1;3;0;4;
arrelampar;vrb;A;1;1;0;5;
fanar-se;vrb;+;1;0;0;5;
desflorescer;vrb;+;1;0;0;4;
trapalhão;nom,adj;-;0;2;0;4;
língua-de-trapos;nom;-;0;1;0;5;
asseio;nom;+;3;0;0;3;
sumptuoso;adj;+;8;0;0;3;
revirado;adj;-;0;2;0;3;
revesso;adj;-;0;2;0;3;
sectário;adj,nom;-;1;3;0;4;
fanático;adj,nom;-;2;3;0;4;
zombeteiro;adj,nom;-;1;5;0;5;
irónico;adj;-;0;2;0;5;
notar;vrb;+;2;0;1;1;
próspero;adj;+;3;0;0;2;
florescente;adj;+;5;0;0;3;
tentativa;nom;+;2;0;0;3;
empreendimento;nom;+;2;0;0;4;
calhau;nom;-;0;2;0;4;
penedo;nom;-;0;1;0;3;
eclodir;vrb;+;3;0;0;3;
coacção;nom;-;0;1;0;2;
compressão;nom;-;0;2;0;3;
infracção;nom;+;2;0;0;3;
transgressão;nom;+;2;0;0;3;
dessazonar;vrb;+;1;0;0;5;
tranquilizar;vrb;-;3;5;0;4;
agravamento;nom;0;0;1;3;4;
pioria;nom;0;0;0;1;5;
aspereza;nom;-;0;5;0;2;
rijeza;nom;-;1;6;0;3;
enfermiço;adj;-;0;1;0;2;
languento;adj;-;0;2;0;2;
desabafar;vrb;+;2;0;1;3;
desembarrilar;vrb;+;3;0;0;4;
valedouro;adj;+;2;0;0;3;
instrução;nom;+;2;0;0;2;
esquecer-se;vrb;A;1;1;0;5;
descuidar;vrb;-;1;3;0;4;
painço;nom;+;1;0;0;4;
pesaroso;adj;-;0;2;0;3;
dolorido;adj;-;0;4;0;4;
acções;nom;+;1;0;0;4;
obra;nom;A;2;2;1;3;
corucho;nom;+;1;0;0;6;
lavajado;adj;-;0;1;0;4;
cumplicidade;nom;+;1;0;0;4;
conivência;nom;+;2;0;0;5;
choroso;adj;-;0;2;0;4;
lastimoso;adj;-;0;3;0;3;
tropa;nom;A;1;1;0;5;
soldadesca;nom;-;0;1;0;6;
pedinte;nom,adj;-;0;1;0;3;
pedidor;nom;-;0;1;0;4;
luvas;nom;+;1;0;0;6;
alça;nom;+;1;0;0;7;
amor;nom;+;2;1;0;3;
rabigo;adj;-;0;1;0;2;
toldado;adj;-;0;4;0;3;
nevoado;adj;-;0;2;0;4;
descascar;vrb;+;5;1;0;3;
desmoronar-se;vrb;-;0;4;0;3;
esbarrocar;vrb;-;0;1;0;4;
alar;vrb;+;2;0;0;2;
Terra;nom;+;1;0;0;4;
mundo;nom,adj;+;2;0;0;3;
coadjuvar;vrb;+;2;0;0;4;
secundar;vrb;+;3;0;0;3;
engenhoso;adj,nom;+;3;1;0;3;
inventivo;adj;+;3;0;0;4;
carambolice;nom;-;0;2;0;2;
inquinar;vrb;A;1;1;0;4;
esplendor;nom;+;3;2;1;3;
cintilação;nom;+;2;0;1;3;
desarmonioso;adj;-;0;4;0;5;
inarmónico;adj;-;0;1;0;6;
edule;adj;+;1;0;0;8;
edível;adj;+;1;0;0;7;
proa;nom;-;0;2;0;3;
amainar;vrb;-;0;2;0;2;
desabusado;adj;-;1;2;0;3;
reles;adj,nom;-;0;6;0;2;
fandango;adj,nom;-;0;2;0;2;
lacrar;vrb;+;1;0;0;4;
encerrar;vrb;+;4;0;1;3;
vitória;nom;+;5;0;0;4;
palma;nom;+;3;0;0;4;
complemento;nom;+;3;0;0;4;
surgir;vrb;+;1;0;0;2;
arrebentar;vrb;+;1;0;0;3;
veia;nom;+;4;0;0;2;
pegão;nom;+;3;0;0;5;
botaréu;nom;+;2;1;0;4;
tomado;adj;+;2;1;0;3;
desvelo;nom;+;6;0;0;3;
exacção;nom;-;1;2;0;3;
esfacelar;vrb;-;2;3;0;3;
lodoso;adj;-;0;1;0;4;
lamacento;adj;-;0;2;0;5;
encoberto;adj;-;3;4;0;3;
disfarçado;adj,nom;+;1;0;0;3;
antiquado;adj;+;2;1;0;3;
opressivo;adj;-;1;2;0;4;
cacique;nom;+;1;0;0;5;
tutu;nom;+;1;0;0;4;
remorder;vrb;+;3;0;2;3;
reflectir-se;vrb;+;3;0;2;4;
ecoar;vrb;0;0;0;5;3;
aborrecer-se;vrb;+;6;0;0;3;
ênfase;nom;A;1;1;0;4;
acentuação;nom;-;0;1;0;3;
assovelar;vrb;+;4;0;0;3;
desafogar;vrb;+;4;1;1;4;
desculpa;nom;+;8;0;0;4;
relevação;nom;+;2;0;0;5;
sempre-verde;nom;+;1;0;0;5;
loureiro;nom;+;1;0;0;4;
animado;adj;+;1;0;0;4;
upa;nom;+;1;0;0;5;
trazer;vrb;0;2;0;3;2;
bazulaque;nom;-;0;1;0;7;
tarraco;nom;-;0;1;0;8;
desassustar;vrb;A;1;1;0;5;
desamedrontar;vrb;+;1;0;0;4;
olor;nom;A;1;1;0;4;
perigo;nom;+;5;2;0;3;
transe;nom;+;3;0;0;4;
melindroso;adj;-;0;3;0;2;
sublime;adj;+;6;0;0;2;
rabisco;nom;-;0;1;0;3;
sarrabisco;nom;-;0;2;0;4;
deambulação;nom;+;1;0;0;4;
molengão;nom,adj;-;0;1;0;2;
molanqueiro;nom;-;0;1;0;3;
marotice;nom;A;1;1;0;4;
escora;nom;+;7;0;0;4;
forçura;nom;+;2;0;0;4;
revolvimento;nom;-;0;3;0;3;
desagrado;nom;-;0;3;0;4;
mal-grado;nom;-;0;1;0;5;
sarrabulhada;nom;-;0;3;0;3;
atormentar-se;vrb;+;1;0;0;2;
morder;vrb;+;2;0;0;1;
sofrear;vrb;A;2;2;0;3;
reprimir;vrb;-;1;3;0;2;
soga;nom;+;1;0;0;6;
tronca;nom;+;1;0;0;7;
prepotente;adj,nom;-;0;2;0;4;
despótico;adj,nom;-;1;4;0;4;
prestimoso;adj;+;2;0;0;2;
víbora;nom;+;1;0;0;5;
serpente;nom;+;1;0;0;4;
enxerir;vrb;0;2;0;3;3;
caliginar;vrb;-;0;1;0;4;
botar;vrb;0;2;0;6;3;
sordidez;nom;-;0;2;0;4;
regulamento;nom;+;7;0;0;3;
regimento;nom;+;6;0;0;3;
bacharel;nom;-;0;1;0;4;
gatinhar;vrb;+;1;0;0;5;
gatear;vrb;+;1;0;0;4;
fingimento;nom;-;1;4;0;2;
ruborizar-se;vrb;-;0;1;0;3;
ruborescer;vrb;-;0;1;0;4;
assalto;nom;-;1;3;0;4;
avançada;nom;A;1;1;1;4;
transfundir;vrb;0;0;0;5;3;
conquista;nom;-;0;1;0;3;
presúria;nom;-;0;1;0;4;
padrão;nom;0;0;0;1;2;
standard;nom,adj;0;0;0;1;1;
liberto;adj;+;3;1;0;4;
manumisso;adj;+;1;0;0;5;
souto;nom;+;1;0;0;6;
devesa;nom;+;2;0;0;5;
amalgamação;nom;-;0;2;0;3;
desequilibrado;adj;-;0;4;0;4;
desnorteado;adj;-;0;3;0;4;
exaltado;adj,nom;+;2;1;0;3;
decantado;adj;+;2;0;0;4;
atagantar;vrb;-;0;1;0;2;
figadal;adj;+;2;0;0;3;
perverso;adj,nom;-;0;1;0;1;
terapia;nom;+;1;0;0;5;
macerado;adj;-;0;2;0;4;
companheiro;nom;+;3;0;0;4;
chapa;nom;+;2;1;0;3;
estabilizar;vrb;0;0;0;1;4;
desconformidade;nom;-;0;3;0;5;
desconveniência;nom;-;0;4;0;5;
expatriado;adj,nom;-;0;2;0;5;
expulso;adj;A;1;1;0;4;
espacejar;vrb;+;1;0;0;3;
aludir;vrb;0;0;0;2;1;
condensado;adj,nom;+;3;0;0;4;
substanciado;adj;+;1;0;0;4;
gaipilha;nom;+;1;0;0;7;
gaipelo;nom;+;1;0;0;6;
engrandecimento;nom;0;0;0;2;3;
galga;nom;-;0;2;0;2;
boca-aberta;nom;-;0;1;0;4;
desenterrar;vrb;+;2;0;0;3;
desencovar;vrb;+;2;0;0;3;
súcio;nom;-;0;1;0;4;
esbelteza;nom;+;3;0;0;3;
fenomenal;adj;+;4;0;0;4;
desaferro;nom;-;0;1;0;4;
instituir;vrb;0;2;0;5;3;
negado;adj;-;0;2;0;5;
votar;vrb;0;2;0;4;3;
safado;adj;-;0;2;0;2;
comido;adj;-;0;2;0;3;
desistir;vrb;A;1;1;1;3;
arriar;vrb;-;0;1;0;2;
tundar;vrb;-;0;2;0;3;
hastear;vrb;+;2;0;0;3;
inumação;nom;-;0;2;0;6;
enterramento;nom;-;0;1;0;6;
diminuição;nom;+;2;0;0;2;
desfalque;nom;+;3;1;0;3;
traquinada;nom;-;1;2;0;3;
merecido;adj;+;2;0;0;3;
devido;adj;+;3;0;0;2;
lucro;nom;+;5;0;0;3;
ganhança;nom;+;2;0;0;4;
ventas;nom;+;4;0;0;5;
tabaqueira;nom;A;1;1;0;4;
tédio;nom;-;0;8;0;3;
delito;nom;+;2;1;0;3;
culpa;nom;+;1;0;0;2;
redondo;adj;+;2;0;0;3;
esférico;adj,nom;+;2;0;0;4;
confutar;vrb;A;1;1;0;4;
arriscar;vrb;0;1;0;2;3;
rijo;adj;+;3;1;0;2;
testo;adj,nom;+;2;0;0;2;
finito;adj;+;2;1;0;4;
zangar;vrb;+;3;0;0;3;
famelgo;adj;A;1;1;0;3;
saraiva;nom;-;0;2;0;7;
pedraço;nom;-;0;1;0;7;
inventar;vrb;A;1;0;1;1;
imaginar;vrb;+;3;0;1;2;
bruxulear;vrb;0;0;0;2;4;
entreluzir;vrb;0;0;0;1;4;
embriagar;vrb;+;5;1;0;4;
empiteirar;vrb;+;2;0;0;4;
entremostrar;vrb;0;0;0;1;5;
lidito;nom;0;0;0;1;4;
noca;nom;+;1;0;0;4;
arteiro;adj;A;1;1;0;3;
correria;nom;+;1;0;0;4;
corre-corre;nom;+;1;0;0;4;
amimado;adj;+;1;0;0;4;
coberto;nom,adj;+;4;2;0;3;
escoamento;nom;+;1;0;0;5;
escoadura;nom;+;1;0;0;6;
rapagão;nom;-;0;2;0;4;
saruga;nom;+;1;0;0;6;
saluga;nom;+;1;0;0;5;
dedicar-se;vrb;0;1;0;2;3;
empregar;vrb;0;2;0;4;3;
encolher-se;vrb;0;0;0;2;2;
retrair;vrb;0;0;0;1;2;
altercação;nom;-;1;8;0;4;
conflito;nom;-;0;9;0;3;
traçar;vrb;0;1;0;4;3;
descrever;vrb;0;1;0;3;2;
intromissão;nom;+;2;1;0;5;
imisção;nom;A;1;1;0;4;
arcada;nom;+;1;0;0;7;
concameração;nom;+;1;0;0;6;
alardear;vrb;+;4;0;1;4;
incisão;nom;+;3;1;0;4;
bolsar;vrb;+;1;0;0;5;
faceta;nom;+;3;0;0;4;
destoar;vrb;+;3;1;0;5;
desfear;vrb;+;2;0;1;5;
travesso;adj,nom;-;0;3;0;2;
gabiru;adj,nom;-;0;3;0;3;
garganta;nom;-;0;3;0;3;
gasganete;nom;A;1;1;0;4;
feito;adj,nom;+;2;0;0;3;
inventariar;vrb;0;0;0;1;2;
ajuizar;vrb;+;4;0;0;3;
arreganho;nom;+;3;1;1;4;
rópia;nom;+;2;0;0;5;
acalcanhamento;nom;-;0;1;0;4;
separar;vrb;+;3;0;0;2;
abstrair;vrb;+;2;0;0;3;
sornice;nom;+;1;0;0;2;
culpar-se;vrb;+;1;0;0;3;
acusar;vrb;+;3;0;1;2;
bandas;nom;+;1;0;0;4;
diamantino;adj;+;2;0;0;2;
disputar;vrb;+;3;0;2;4;
atenção;nom;+;5;0;0;3;
destino;nom;+;7;0;0;2;
fadário;nom;+;1;0;0;2;
guindado;adj;+;1;0;0;4;
empinado;adj;+;1;0;0;3;
adversidade;nom;-;1;4;0;3;
desviar-se;vrb;+;6;0;0;3;
encobrir-se;vrb;A;1;1;1;3;
fumar;vrb;+;2;0;0;3;
decotar;vrb;+;1;0;0;3;
degolar;vrb;+;2;0;0;3;
desvalorização;nom;+;1;0;0;3;
ocasionar;vrb;0;0;0;6;2;
gravidade;nom;A;2;2;0;2;
sisudez;nom;+;3;0;0;3;
dotar;vrb;+;2;0;0;2;
fadar;vrb;+;1;0;0;3;
engastalhar;vrb;0;0;0;1;4;
ignavo;adj;-;0;1;0;2;
caudilho;nom;+;3;0;0;4;
desapertar-se;vrb;+;1;0;0;4;
desenfaixar;vrb;+;1;0;0;5;
atraiçoar;vrb;+;4;0;0;4;
perjurar;vrb;+;1;0;0;4;
mentor;nom;+;2;0;0;3;
mistagogo;nom;+;2;0;0;4;
indústria;nom;+;4;0;0;2;
entalar-se;vrb;-;1;2;0;4;
espetar;vrb;+;6;0;3;4;
disparatado;adj;-;0;4;1;3;
parvoinho;adj,nom;-;0;3;0;4;
cassumbular;vrb;A;1;0;1;3;
areento;adj;-;0;2;0;4;
sabuloso;adj;-;0;1;0;5;
desencaminhamento;nom;+;1;0;0;4;
desconjuntar-se;vrb;-;1;3;0;3;
desmembrar;vrb;+;5;2;0;4;
perecimento;nom;+;2;0;1;3;
concubinato;nom;+;1;0;0;6;
amigação;nom;+;1;0;0;6;
sono;nom;+;3;1;0;4;
trabalhado;adj;-;0;1;0;3;
costume;nom;+;1;0;0;2;
opimo;adj;+;3;0;0;3;
dose;nom;+;1;0;0;3;
inocência;nom;+;6;1;0;4;
açucena;nom;+;1;0;0;4;
perspectivar;vrb;+;2;0;0;4;
encarar;vrb;+;5;0;0;3;
fértil;adj;+;3;0;0;3;
impetuoso;adj;-;2;3;0;3;
presunto;nom;-;0;1;0;4;
chambão;nom,adj;-;0;2;0;3;
debandada;nom;A;0;1;1;3;
retirada;nom;+;1;0;0;4;
vexação;nom;-;0;2;0;4;
submetido;adj;+;1;0;0;4;
guabiroba;nom;-;0;3;0;4;
esboçar;vrb;+;2;0;1;3;
tracejar;vrb;+;2;0;1;4;
transviado;adj;-;0;1;0;5;
tresmalhado;adj;-;1;2;0;4;
labutar;vrb,nom;0;0;0;2;2;
trastejar;vrb;0;0;0;2;3;
satisfação;nom;+;1;0;0;2;
agrado;nom;+;9;0;0;3;
variar;vrb;A;4;0;4;3;
protector;nom,adj;+;4;0;0;4;
mantenedor;nom;+;1;0;0;5;
amargoso;adj;-;0;3;0;3;
troviscoso;adj;-;0;1;0;4;
bulhão;adj,nom;-;0;3;0;4;
rixoso;adj,nom;-;0;2;0;4;
folga;nom;0;1;0;2;2;
sueto;nom;A;1;0;1;3;
desfigurado;adj;-;0;1;0;3;
correia;nom;+;1;0;0;5;
corra;nom;+;1;0;0;6;
cimentar;vrb;+;2;0;1;3;
betonar;vrb;+;1;0;0;4;
deserto;adj,nom;-;0;7;0;5;
vastuoso;adj;-;0;2;0;5;
demarcar;vrb;+;5;0;0;2;
pifo;nom;-;0;1;0;4;
corneta;nom;+;1;0;0;4;
procura;nom;+;3;2;0;4;
pesca;nom;+;2;0;0;5;
envolvido;adj;A;1;1;0;5;
envolto;adj;+;2;0;0;4;
incomportável;adj;-;0;2;0;4;
favorável;adj;+;2;0;0;1;
concertado;adj;+;2;0;0;2;
recôncavo;nom;+;1;0;0;5;
bugigangas;nom;+;1;0;0;4;
miudeza;nom;+;2;0;0;3;
recortar;vrb;+;2;0;0;3;
altura;nom;+;4;0;0;3;
juramento;nom;+;1;0;0;4;
jura;nom;+;2;1;0;4;
prerrogativa;nom;+;6;0;0;3;
distinção;nom;+;7;0;0;3;
aparelhar;vrb;0;0;0;3;2;
esquipar;vrb;0;0;0;2;3;
activo;adj,nom;+;5;2;0;3;
arriscado;adj;-;0;4;0;2;
inanidade;nom;A;1;1;0;3;
acordo;nom;+;4;0;0;2;
endereçar;vrb;0;0;0;2;3;
espantoso;adj;+;2;1;1;3;
prodigioso;adj;+;7;0;1;4;
tola;nom;+;1;0;0;3;
escapadela;nom;A;1;1;0;4;
escapula;nom;+;3;0;0;5;
concorde;adj;+;4;0;0;3;
coeso;adj;+;2;0;0;3;
retirar-se;vrb;+;4;0;2;3;
mínimo;nom,adj;-;0;1;0;4;
menos;nom,adv;-;0;1;0;5;
louvar;vrb,nom;+;1;0;0;1;
saudar;vrb;+;2;0;0;2;
purificar;vrb;+;2;0;0;2;
matação;nom;-;1;2;0;3;
contratorpedeiro;nom;-;0;1;0;5;
credor;adj;+;1;0;0;3;
digno;adj;+;4;0;0;2;
descontracção;nom;+;1;0;0;4;
relaxe;nom;+;4;0;1;4;
véu;nom;-;0;1;0;2;
imponente;adj;+;3;0;0;3;
grandioso;adj;+;3;0;0;2;
impiedoso;adj;-;0;2;0;3;
rico;adj,nom;+;2;0;0;2;
bamba;nom,adj;+;2;0;0;4;
acabado;adj,nom;+;2;0;0;2;
latosa;nom;+;2;0;0;4;
salsada;nom;-;0;4;0;2;
massamorda;nom;-;0;2;0;3;
confrontar;vrb;0;0;0;2;2;
astúcia;nom;+;6;0;0;2;
hospitalidade;nom;+;3;0;0;4;
hospedagem;nom;+;1;0;0;4;
cismar;vrb,nom;+;2;0;1;3;
matutar;vrb;0;0;0;1;2;
carícia;nom;+;3;0;0;3;
compostura;nom;+;3;0;0;2;
nauseabundo;adj;-;0;2;0;3;
viroso;adj;-;0;2;0;2;
insciente;adj;-;0;3;0;4;
ínscio;adj;-;0;2;0;4;
efúgio;nom;+;1;0;0;4;
sinóptico;adj;+;1;0;0;4;
sumativo;adj;+;2;0;0;5;
portagem;nom;-;0;1;0;4;
agilidade;nom;+;2;0;0;3;
meticuloso;adj;+;4;0;0;4;
altivo;adj;+;11;0;0;3;
soberano;adj,nom;+;5;0;0;3;
adaptar;vrb;0;1;0;6;3;
aplicar;vrb;0;0;0;4;2;
sequestrar;vrb;+;3;0;0;4;
embargar;vrb;A;3;3;0;3;
controvérsia;nom;-;0;6;0;4;
debuxar;vrb;A;1;0;1;2;
enevoar-se;vrb;-;0;2;0;5;
entabuar;vrb;A;1;0;1;4;
canal;nom;+;3;2;0;3;
fila;nom;+;3;0;0;3;
arreata;nom;+;2;0;0;4;
aprimorar;vrb;+;4;0;0;3;
apoquentar-se;vrb;-;0;2;0;3;
sufocar;vrb;-;0;4;0;2;
abochornar;vrb;-;0;1;0;2;
persiana;nom;-;0;1;0;5;
gelosia;nom;-;0;1;0;4;
abjunção;nom;A;1;0;1;4;
depoimento;nom;+;1;0;0;4;
deposição;nom;+;3;0;0;5;
findar;vrb;+;1;0;0;2;
parceiro;nom,adj;A;1;0;1;4;
cúmplice;nom,adj;+;1;0;0;5;
grémio;nom;+;5;0;0;4;
agremiação;nom;+;3;0;0;5;
expurgação;nom;+;4;0;0;4;
temperança;nom;+;3;0;0;3;
instalar-se;vrb;0;0;0;1;5;
aquartelar;vrb;0;0;0;1;4;
mudar;vrb;0;0;0;1;2;
fineza;nom;+;6;0;0;3;
assustar-se;vrb;-;1;3;2;4;
côncavo;adj,nom;+;3;1;0;4;
covo;adj;+;1;0;0;4;
perturbado;adj;-;1;2;0;3;
movido;adj;-;1;3;0;3;
avisado;adj;+;4;0;0;3;
sage;adj,nom;+;3;0;0;3;
cegar;vrb;+;1;0;0;4;
encegueirar;vrb;+;1;0;0;5;
desembrutecer;vrb;+;1;0;0;4;
